content,sentiment
"Tolong jangan di persulit masuk aplikasinya,lupa paswod aja susahnya minta ampun sampai sekarang belum bisa masuk,jadi pada males pakenya karena ribet",Negatif
Hrus d update tp giliran d stjui mlh ga bs dn apliksi ga bs d buka jg..,Negatif
"Apk gajelas setiap daftar apk ini kode otp nya gapernah muncul, padahal pulsa mencukupi, coba di perbaiki lagiii.",Negatif
tolong dong diperbaiki masa ga bisa masuk sama sekali . parah,Negatif
Bagus aplikasinya Tks,Positif
Bagus,Positif
"Lama amat kirim kode Verifikasi nya payah ternyata waktu liat ulasan banyak yang sama masalah nya sama saya , untuk aplikasi yang berafiliasi dengan pemerintah sampah si",Negatif
Aplksi jkn tdk bs berjalan pd emulator ato perangkat hp yg sdh dlkukan root. Tah*! org mau brobt aja dbuat rumit jg!!!! Kbnykn gaya,Negatif
Sangat cepat dan baik sistemnya Tks,Positif
Pelayanan sangat baik dan ramah,Positif
Bagus,Positif
"Saya lupa sandi saya untuk login ke akun M-JKN ini sehingga saya mencoba fitur lupa sandi, namun setelah saya mencoba melakukan recovery akun menggunakan email maupun nomor telepon, tidak ada OTP yang masuk sama sekali, bahkan setelah saya coba berkali kali. Lalu bagaimana solusi untuk saya dapat mengatur ulang kata sandi saya?",Negatif
nomor hp saya tidak bisa digunakan untuk verifikasi akun tapi yang muncul nomor hp yang bukan punya saya saat mau verifikasi mohon penjelasannya ini gimana ya,Negatif
Sangat membantu,Positif
Sangat praktis,Positif
"Aplikasi gak guna, di daftar kan respon lambat alesan nya sedang oflane minta kirim kode gak di kirim² kalok gak niat melola aplikasi bagus gak usah di rilis ni aplikasi",Negatif
"Mantap , respon cepat.",Positif
Bagus,Positif
"Ini aplikasi macam apa bukan ya mempermudah malah di persulit,, saya mau daftar jkn mobile tapi tidak ada verifikasi email yg masuk,, tolong di perbaiki lah sistem yg kek gitu,,, jangan setengah setengah lah",Negatif
Aplikasi sampah daftarin aja kaga masuk otp ke email,Negatif
Kenapa gak bisa di buka.?,Negatif
Aplikasi tidak fungsi sudah daftar 3 orang di kk yg muncul cuma 1 terus .. yg lain nya di kemanain.?,Negatif
Waktu solat subuh seramai solat Jumaat ini dalam mimpi,Netral
"saat verifikasi kode OTP selalu gabisa terkirim ke SMS padahal nomor hp sudah benar jaringan juga lancar, sudah di coba berkali-kali tetep gabisa, tolong aplikasinya diperbaiki lagi",Negatif
"Apk apaan ini,kirim kode verifikasi aja lelet,Bukannya mempermudah makin sulit..! Nggk sekalian Lo buat 30 jam itu waktu kirim verifikasi ulang,Baru kali ini liat waktu tunggu kirim verifikasi ulang 3 Menit,Buset.",Negatif
dikasih bintang 3 dulu..kalau sesuai dan memuaskan akan di update rating bintang nya lagi...,Netral
Mudah digunakan,Positif
Membantu warga,Positif
Sangat bagus,Positif
Sat set apk nya sangat berguna buat pengecekan data dan lain lain,Positif
Tampilan nya udah bagus.. Dan juga udah cepat alias gak lemot ketika aplikasinya dibuka,Positif
"Kebanyakan bug 👎 , verifikasi susah dan lama .",Negatif
"Aplikasi apa an ini buat dapat verifikasi email dari semalam ga ada masuk masuk notif email sampe seharian, Gini banget aplikasi update atau pembaharuan",Netral
untuk masuk super ribet.lupa paswot gak bisa di gunakan.udah bayar mahal aplikasinya ruwet .,Negatif
mantap,Positif
Sangat membantu 🥰🥰🤗,Positif
"Pernhkh yg mmbuat aplikasi ini berpikir, tdk semua org punya hp dan pemhamn yg sama dlm mnrima informasi???? Conthny lansia, hruskah dia kontrol dg sgla kribetnnya teknologi sekrang dn ank2nya bekerja krn tuntutan ekonomi jadinya mereka malas kontrol. pendidikan org brbeda, bahkan korupsi juga masih dimna2? Pbi kdng ngk ssuai ssaran juga trus ngpain aplikasi di buat tp tidak ada sosialisai dari Pihak yg brkaitn dg aplikasi ini ke masyarakat? Trus ngpain sidak RS tp hal penting ini tdk diurus?",Negatif
"Aplikasi bukan nya mudahkan orang, malah makin memperlambat. Di tingkatkan lagi proses nya bukan cuma muter² gangguan terus",Negatif
Mantap,Positif
Bpjs saya kenak hack sama orang no bpjs beda gimana ini bpjs solusinya,Negatif
"Tidak bisa buka keterangan hp root, padahal ga root hmm",Negatif
"Saya tidak bisa pindah faskes, kata nya periksa kembali koneksi GPS anda, padahal gps hidup dan juga jaringan nya cepat, mohon diperbaiki secepatnya. Terima kasih",Netral
"gabisa ubah nomor telepon,ribettt",Negatif
"Mau buat akun aja susaah, apalagi masukkk tambah susah",Negatif
"Akun keluar sendiri, sudah masukkan email dengan benar tapi email verif tidak masuk, kode otp kirim ke sms juga ga masuk masuk",Negatif
"sudah dibayar status tetap merah, begitu digunakan langsung ditolak, kalian digaji buat bikin aplikasi gini aja ga becus,",Negatif
Mempermudah,Positif
"Daftar antrian ke rsud susah padahal udah dapet surat rujukan dari paskes pertama, bukanya di permudah malah di persulit!! Payah",Negatif
Mintak verifikasi tidak pernah bisa dasar sampah negara,Negatif
Bagus,Positif
"Aplikasi bangke bikin emosi masukin datany, niat gak sih. Masa mau masukin verifikasi gak dikirim kodenya ampe detikanny abis",Negatif
mantul,Positif
Bener2 bermanfaat. Bagi kami yg sibuk dan susah cari waktu luang buat urus administrasi. Pakai aplikasi ini benar2 bisa membntu.,Positif
Sangat membantu dan memudahkan berurusan..,Positif
Ok,Positif
"APLIKASI SANGAT BURUK TIDAK MEMUDAHKAN DAN HARUS DI PERBAIKI, KETIKA MELAKUKAN VERIFIKASI BUAT AKUN TIDAK MENERIMA KODE VERIFIKASI PADAHAL SUDAH DI COBA MENGGUNAKAN 3 (Tiga) NOMOR AKTIF.",Negatif
Mantap,Positif
"Aplikasi apaan? Udah pake email, mau login malah email tidak terhubung... Aneh aneh. Sama no.NIK tidak sesuai... Apaan sih? Udh coba 3x mau login malah gagal terus...",Negatif
"Aplikasi ga jelas di suruh verifikasi otp no hp enggak pernah di kasih kode otp nya, udah di HAPUS download berkali-kali aplikasi nya enggak ngaruh sama sekali",Negatif
Mau rgitrasi ga ada sms verifikasi ke no hp.. Ke email juga ga ada... Gmana mau pake jkn mobile kalo gitu,Negatif
keren,Positif
"layanan baik, hanya verifikasi email agak susah",Negatif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Aplikasi ampas Nunggu otp kya nunggu thr Udah ganti no hp smpe 3x,Netral
Layanannya ok,Positif
"Aplikasi gajelas verifikasi email ga masuk² berkali kali , sampah",Negatif
"Sangat membantu kesehatan kita, Thanks",Positif
"Sejauh ini, menu aplikasinya bermanfaat dan midah digunakan. Dan sejauh ini aplikasi sajgat responsif",Positif
Membatu disaat keadaan urgent,Positif
Login belum terdaftar sedangkan daftar lagi akun baru No. HP sudah pernah digunakan peserta lain. Ini bagaimana solusinya??,Negatif
Terlalu banyak bug di sistem aplikasi AMPAAS MAKIN HARI ISINYA GANGGUAN DOANG GA GUNA BNGT APLIKASI GA MEMPERMUDAH SAMA SEKALI,Negatif
"Padahal nomor telpon udah sesuai dengan nomor untuk pendaftaran, pulsa ada, kuota ada, jaringan ada, tapi kode otp yang dimasukkan ke autodebit BRI nggak bisa katanya ""invalid format email address"" padahal NOMOR TELPON udah terdaftar, sudah AKTIF, ada PULSA, tapi kenapa invalid katanya ya? Padahal dikirim LANGSUNG ke nomor HP ini, tapi ga bisa daftar dan invalid?, suka2 abang lah, kan abang panitia",Positif
Proses BPJS menjadi lebih mudah,Positif
"Min mohon dibantu jawab bagaimana solusi tidak bisa login karena sudah melebihi login nik berbeda dalam 1 prangkat, mohon untuk diperbaiki lagi sapaya bisa lebih dari 3 berbeda",Negatif
Sangat lambat Terimakasih Verifikasi,Negatif
Sangat membantu,Positif
Aplikasi tidak bisa di gunakan tiap mau daftar selalu kode Verifikasi tidak muncul. Sudah mencoba di beberapa hp namun hasilnya tetap sama,Negatif
Memudahkan,Positif
good,Positif
Ngga bisa masuk keaplikasi jkn... katanya NIK atau password salah Padahal ngga pernah ngerubah data... Reset password juga ngga bisa2... Nda jelas nie aplikasinya😡,Negatif
"Aplikasi rusak, mau verifikasi aja kodenya aja gak masuk-masuk kodenya, udh ganti nomer 4 kali masih aja gak masuk kodenya, Aplikasi sampah, JKN isinya orang korupsi...",Negatif
"Mohon bantuannya untuk daftar antrian kontrol lewat JKN mobile kenapa ya lambat dan keluar anda tidak memiliki surat rujukan,",Negatif
Aplikasi payah tiap minta sms kode verifikasi tidak pernah keluar padahal jaringan lancar,Negatif
"Ga guna aplikasi nya,mau verifikasi akun sama no telepon ajah ribet bangat mending sukses,malah di suruh coba lagi nanti",Negatif
"Apa apa harus booking, sedangkan pelayanan nya lelet gmna cerita nha si",Negatif
Pelayanan ok. Cepet mantap.,Positif
"Untuk merubah no hp saja harus k kantor cabang, merepotkan. Kenapa tidak bisa rubah no dari aplikasi lalu lanjut verifikasi. Kesel.",Negatif
Ni aplikasi nggk ada admin/pihak pengelola kah minta kode verifikasi sampai berulang kali nggk dapet dapet.,Negatif
Membantu,Positif
aplikasi sampah,Negatif
apa ini mau daftar aja nunggu otp nya lama sekali ini sistem.nya yang jlek apa gimna ya,Negatif
bagus lumayan buat kaum rebahan yng mager buat ke kantor,Positif
Kode Verifikasi tidak di kirimkan walaupun sudah coba berkali-kali,Negatif
Sanggar membantu,Positif
"Kalau ga bisa verifikasi gimana cara nya,ga muncul-muncul kode otp nya",Netral
Good.,Positif
Bagaimana Ini apk Offline teruss Kaga guna.,Negatif
Apk gak jelasss susah log in lupa sandi gk bisa log in gak guna ni apk verifikasi ny gak jelasssss,Negatif
"Aplikasi apa ini aku mau daftar ko ga bisa bisa nungguin kode verifikasi lama banget ga muncul muncul, tolong d perbaiki lah",Negatif
"Apklikasi sering log out sendiri, sering minta update.. Udah gitu susah log in.. Menu lupa pasword juga tdk berfungsi dg baik.. Kode Verifikasi tdk di kirim2 baik melalui sms atau email.. Sangat menyusahkan, kita butuh data cepat, Mau log in susah.",Negatif
maaf kasih binatang satu ini saya ga bisa Nerima kode otp,Negatif
Waktu tunggu perubahan data terlalu lama...mohon dipercepat lagi,Negatif
Aplikasi tidak jelas mau daftar saja susah,Negatif
Sangat membantu,Positif
Iyah bagus,Positif
Kok ga bsa ke download,Negatif
baik,Positif
Verifikasi otp sms harus memakai pulsa padahal sekarang pulsa jarang yang memerlukan harus isi pulsa terlebih dahulu.. verifikasi tidak muncul di email..,Negatif
Mempermudah,Positif
Mohon di percepat kode verifikasi email,Netral
aplikasi sangat bagus membantu sekali,Positif
"Kode OTP gak di kirim kirim, sepertiny apk ini belum berfungsi sebagai mana mestinya.",Negatif
Ga bisa daftar,Negatif
Sampah,Negatif
Membantu dan mengoptimalisasi scr mudah,Positif
Bagus dan mantap,Positif
Sangat lambat dan tidak responsif. Untuk verifikasi email tidak ada nomor yg terkirim di email tujuan.,Negatif
terbaik,Positif
"BPJS banyak yang enggan untuk membayar tiap bulan.ayah saya juga punya BPJS pns.saat mengamar di rumah sakit lebih dari 3 hari.ayah saya di kenakan biaya 3 juta dari pihak rumah sakit.apa manfaat bayar tiap bulan,termasuk potongan gaji pns.dimana kepuasan pengguna bpjs.ternyata perawatan di rumah sakit pasien bpjs tidak 100 persen gratis dan istimewa.sekarang malah masyarakat malah di paksa untuk punya bpjs buat perpanjangan sim.katanya bpjs milik negara gak punya uang kok maksa.👎👎👎👎👎👎👎",Negatif
Sangat membantu dan mempermudah dalam proses pendaftaran,Positif
"yes, jkn ini memang keren",Positif
kenapa verifikasi email sangat lama sekali dan di ulang juga tetep ga muncul otp nya????????,Negatif
Mohon solusi akun sy tidak bisa dibuka,Netral
"Apk gk jelas, daftar verifikasi no telp gk bisa bisa, bikin emosi 😡",Negatif
"The best,",Positif
Kenapa aplikasi mobile JKN tidak bisa dibuka karena emulator root 😭,Netral
Alhamdulillah aplikasi ini membantu mempermudah perbaikan data diri via handphone.,Positif
Ini giman mau regist akun mentok di kode otp ga masuk,Negatif
"Aplikasi sudah sangat memudahkan pelayanan kesehatan. Catatan: masih terdapat fasilitas pelayanan kesehatan tingkat pertama yang belum terhubung dengan pendaftaran online pada aplikasi ini, agar dapat ditingkatkan lagi",Positif
"Proses pendaftaran peserta tdk dpt langsung disimpan, padahal sedang diperlukan. Atau kah memang harus menunggu? Mohon responnya bagi developer",Netral
Good,Positif
Bagus,Positif
Cepat dalam hal perubahan data juga fitur lainnya,Netral
Seumur hidup baru mau priksa daftar pake BPJS online tp kok susah bgt ya aplikasinya. Ada aja kendala nya,Negatif
"Mau daftar susah,, ""nomor telepon sdh dipakai peserta lain"". Kalo server belum siap ya jgn di haruskan pakai aplikasi ini dong,",Negatif
Mempermudah,Positif
Sangat baik pelayanan,Positif
Aplikasi ini mempermudah proses pendaftaran dll.. Terimakasih Mobile Jkn,Positif
Knpa jdnya di HP sya tdk bisa pdhl wktu tu bisa,Negatif
APLIKASI RUSAK TOKEN PENDAFTARAN GAK KELUAR KELUAR. MANA HARUS NUNGGU 100 DETIK LEBIH LAGI BUAT APA COBA LAMA-LAMA BEGITU WAKTU TUNGGU NYA,Negatif
"Masalah jaringan terus Padahal sudah gonta ganti sinyal, sudah install ulang juga, tetap saja tidak bisa masuk",Negatif
"sangat buruk, keluhan yang sama dengan pengguna lainnya , setiap kali ingin cek sesuatu selalu gagal * permintaan anda tidak dapat di proses,mohon coba lagi nanti * sampai saat ini saya coba masih saja tidak ada perbaikan , sangat kecewa",Negatif
"Aplikasi pemerintah kenapa pasti AMPAS BANGET ya? ""Permintaan anda belum bisa diproses bla bla bla.."" Payah banget nyusahin padahal mau dipake. Jangan pada MAKAN GAJIH BUTA dong. Masa sekelas pemerintah, app nya ERROR mulu. KERJA YANG BENER WOII!!!",Negatif
bisa mati pasien kalo selalu eror,Negatif
Aplikasi sangat tidak membantu buat apa dibikin apk seperti malah ribet sampah bgt jgn donwload ga bermanfaat malah yang ada emosi. Sebenenya ngasih bintang satu aja saya ga iklas karna emg gk se bermanfaat itu sm sekali.,Negatif
Perbaikin sistem nya setiap mau login gagal,Negatif
Sering erorr setiap mau mau aplikasi,Negatif
"Aplikasi sering g berfungsi,, cb masalah bayar cepat",Negatif
"Diminta daftar lewat aplikasi jkn, tapi aplikasi loding terus,yg sakit makin parah dong eeh Ni akalnya gimna ya",Negatif
Apk Taiiiik,Negatif
Tolong dong di perbaiki lagi untuk aplikasi nya Padahal mau daftar ke poli di RS harus via mobile jkn tapi giliran di buka muter2 mulu Selalu begitu tiap mau online,Negatif
"aplikasi yg disarankan pihak kesehatan,tp tidak guna,katanya dipermudah pakai aplikasi ini nyatanya malah dipersulit,",Negatif
Buruk pelayanan nya buruk banyak leg nya,Negatif
selalu gangguan tidak ada kebijakan dari pihak jkn bukannya mempermudah malah bikin kesal bikin naik darah mending gak usah bikin apk kayak gini,Negatif
buruk,Negatif
Mau masuk no capca bilang ny salahh terusss...😡😡😡,Negatif
"Aplikasi tdk bisa digunakan!!! Saya mau melakukan perubahan data tp selalu muncul ""Captcha yg anda masukkan salah."" Sampe kesel sndiri!!!",Negatif
tiba tiba ga bisa di buka aduh padahal lagi butuh banget,Negatif
Daftar aja gagal terus. apk apa ini,Negatif
Untuk mendapatkan info yg lebih surat. .,Netral
"lalap gabisa dibuka, sampe reset hp ke pengaturan pabrik pun tetep gabisa, kalau bukan anak rantau uda ke kantor ngurusnya",Negatif
Gagal trs daftar nya,Negatif
Sangat buruk,Negatif
"Min ini gmn mau cek data peserta tpi permintaan sedang di proses terus sudah coba re-install pas mau login gtu jg , tolong diperbaiki sistem nya🙏",Negatif
Selalu gagal buka yg sering terjadi masalah jaringan,Negatif
Bikin sistem bukannya mempermudah malah login setengh mampus tidak bisa masuk masuk,Negatif
good,Positif
Aplikasi tolol... Belum pernah daftar udah suruh log in...,Negatif
"ini gimana ya? saya daftar aplikasi kok gagal trus ada tulisan ""permintaan anda belum dapat diproses, silahkan mencoba beberapa saat lagi"" pdahal udah saya coba selama 1 jam loh",Negatif
"Bagaimana ini app mobile jkn setiap mau log in selalu notif "" Permintaan tidak dapat di proses """,Negatif
"Percuma dibikin aplikasi gabisa di akses, Setiap mau login ' terjadi kesalahan mulu, Lupa pasword pun tetep gabisa sama gitu, nik dll sama aja , tolong di perbaiki, Klo ga bisa di gunakanending gausah ada ini aplikasi",Negatif
"Aplikasi ini harusnya memudahkan warga dalam kondisi darurat,tapi untuk registrasi malah seperti dipersulit.",Negatif
"Aplikasi tidak bisa di buka, padahal mau mengecek kartu ibu saya buat berobat",Netral
"Admin,kenapa di home aplikasi tidak bisa tuk mengecek tertulis ""Permintaan anda belum dapat diproses, silakan mencoba beberapa saat lagi""",Negatif
Tidak bisa daftar jkn.. Gagal terus,Negatif
"Aplikasinya ga bisa berjalan, mau mengurus² lewat aplikasi karena ga punya waktu dan jauh kalau ke kantor BPJS, ternyata aplikasinya eror padahal urgent bgt Mohon untuk diperbaiki",Negatif
Di update malag gabisa login,Negatif
"Mobile jkn tidak dapat di akses ada tulisan""Permintaan Anda belum dapat diproses, silahkan mencoba beberapa saat lagi. [1] Mohon maaf atas ketidaknyamanan Anda. 20105-HAMOSKKCVE "" Tolong development diperbaiki soalnya ini aplikasi untuk berobat ibu saya kalo nggak pakai aplikasi ini ibu saya tidak bisa berobat rutin",Negatif
"Log in tgl 31/10/2025 niatnya mau pindah faskes , malah gagal 100x",Negatif
"Kenapa gak bisa daftar online, padahal bulan kemarin bisa sekarang susah. Cuman bisa ngabisin kuota aja",Negatif
Mau login susahnya setengah mati,Negatif
Tolong servernya kak,Netral
Aplikasi tolol,Negatif
"Produk gak guna, produk gagal, giliran mau bayar malah maintenance, tanpa ada notifikasi pembaruan, woy kalau mau maintenance malam aja, masih sore udah perbaikan aja, hapus aja lah aplikasi nya, di rumah sakit juga gak di tangani karena bpjs, padahal kan kita bayar juga pake duit bukan daun .",Negatif
Ok,Positif
banget bangussssssssss,Positif
Pelayanannya cepat,Positif
Sy pengen masuk diakun sy dihp yg baru tapi GK padahal udah di isi bener pasword sma id-nya tulisan yg muncul cuma mohon tgg sesaat lagi padahal udah berapa kali ditgg GK memberikan solusi,Negatif
